filename,n_vars,n_clauses,is_sat,lm_mean_depth,lm_time,fractional_derivative_1.5,frac_time,holonomy,holonomy_time
uf50-0122.cnf,50,218,True,5.32,0.4761519432067871,0.008171027160014565,0.039556026458740234,0.010349552381267927,2.193507194519043
uf50-0123.cnf,50,218,True,4.64,0.4962918758392334,0.007941416488922947,0.039974212646484375,0.008503088192113721,2.2397301197052
uf50-0124.cnf,50,218,True,4.6,0.5311157703399658,0.00779260213916786,0.03885197639465332,0.008392157138251687,2.3806354999542236
uf50-0125.cnf,50,218,True,5.48,0.5144646167755127,0.008205410154303478,0.03721117973327637,0.009493317573713233,2.18741512298584
uf50-0126.cnf,50,218,True,5.44,0.5387916564941406,0.008256692841781798,0.03885388374328613,0.008664332813951134,2.1657958030700684
uf50-0127.cnf,50,218,True,4.96,0.5493841171264648,0.00796396555453943,0.036724090576171875,0.006627074961481592,2.228508234024048
uf50-0128.cnf,50,218,True,5.6,0.5151269435882568,0.008337241186429728,0.04061698913574219,0.010068037902446503,2.22737193107605
uf50-0129.cnf,50,218,True,5.76,0.5148236751556396,0.00823581632792406,0.03720521926879883,0.009144524848844506,2.247373104095459
uf50-013.cnf,50,218,True,5.52,0.49227404594421387,0.00824077674327902,0.053327322006225586,0.008823935153909517,2.220339059829712
uf50-0130.cnf,50,218,True,5.48,0.5632960796356201,0.007891148314504565,0.03682541847229004,0.008625705107688597,2.1978607177734375
uf50-0131.cnf,50,218,True,5.92,0.5250604152679443,0.008097792805305936,0.03778553009033203,0.00854120498100022,2.285259246826172
uf50-0132.cnf,50,218,True,4.88,0.4666602611541748,0.008179065874105494,0.03613448143005371,0.008997399424287308,2.1864564418792725
uf50-0133.cnf,50,218,True,6.52,0.5418596267700195,0.008798242822401721,0.03765416145324707,0.010011393670653936,2.2453417778015137
uf50-0134.cnf,50,218,True,5.48,0.49776697158813477,2.205007870984458,0.04099535942077637,0.009296531915273416,2.2081260681152344
uf50-0135.cnf,50,218,True,5.4,0.5042159557342529,0.008163823116062644,0.03796553611755371,0.007578829891064069,2.2095389366149902
uf50-0136.cnf,50,218,True,4.36,0.5400876998901367,0.007961820663232389,0.03901958465576172,0.010446391131269295,2.2107343673706055
uf50-0137.cnf,50,218,True,5.84,0.493178129196167,0.00863345085224828,0.03654909133911133,0.010922975588912013,2.2524166107177734
uf50-0138.cnf,50,218,True,4.8,0.5120604038238525,0.008049214310543529,0.03761768341064453,0.01022795387474163,2.2327585220336914
uf50-0139.cnf,50,218,True,6.12,0.4594454765319824,0.008553458660498703,0.041670799255371094,0.006914790931653015,2.2219972610473633
uf50-014.cnf,50,218,True,5.88,0.47293686866760254,0.00833224727092283,0.03736424446105957,0.006610871753771238,2.224698066711426
uf50-0140.cnf,50,218,True,6.44,0.43039870262145996,0.008151227247844233,0.03732705116271973,0.007741311686510173,2.1949656009674072
uf50-0141.cnf,50,218,True,5.0,0.486250638961792,0.007978601909456016,0.03699183464050293,0.010384815374653291,2.2326290607452393
uf50-0142.cnf,50,218,True,4.12,0.600489616394043,0.007738704298851147,0.040062665939331055,0.009438188313002133,2.1846296787261963
uf50-0143.cnf,50,218,True,6.24,0.48647212982177734,0.008911225800058218,0.03766059875488281,0.01135395408991433,2.308765172958374
uf50-0144.cnf,50,218,True,5.32,0.46179842948913574,0.008395547697117776,0.03782343864440918,0.009770492844874518,2.2056992053985596
uf50-0145.cnf,50,218,True,5.88,0.5540468692779541,0.008329386786144677,0.06147933006286621,0.006879656050487268,2.202111005783081
uf50-0146.cnf,50,218,True,5.48,0.49120664596557617,3.895142741757061,0.036537885665893555,0.011357318975539224,2.197495460510254
uf50-0147.cnf,50,218,True,5.64,0.5125298500061035,0.008492789129694754,0.03880715370178223,0.009996696446005413,2.276688575744629
uf50-0148.cnf,50,218,True,5.68,0.4890742301940918,3.0791478596598507,0.03790283203125,0.008828996266393838,2.1998255252838135
uf50-0149.cnf,50,218,True,4.28,0.5251607894897461,0.007744988788820431,0.03657245635986328,0.007436313363642723,2.2186543941497803
uf50-015.cnf,50,218,True,5.04,0.48574161529541016,0.00768216485820767,0.03743290901184082,0.008458892823604408,2.1871979236602783
uf50-0150.cnf,50,218,True,5.36,0.5280303955078125,0.007859256358769324,0.03696012496948242,0.007606175418160259,2.200831890106201
uf50-0151.cnf,50,218,True,5.04,0.5064527988433838,0.008200054978699448,0.036332130432128906,0.008298969527052938,2.1875650882720947
uf50-0152.cnf,50,218,True,6.52,0.514747142791748,0.008751524215774027,0.03783774375915527,0.011683153283749961,2.238694667816162
uf50-0153.cnf,50,218,True,5.76,0.5369765758514404,0.008188443145959139,0.036444902420043945,0.008643330400629383,2.2201836109161377
uf50-0154.cnf,50,218,True,6.04,0.5023658275604248,0.00816951153002017,0.03745150566101074,0.008355658836861747,2.278411388397217
uf50-0155.cnf,50,218,True,5.08,0.4966456890106201,0.00830441475277198,0.03781747817993164,0.01078633035752489,2.1678450107574463
uf50-0156.cnf,50,218,True,5.28,0.5423119068145752,0.00828743407989198,0.03715205192565918,0.008430739067880133,2.2056102752685547
uf50-0157.cnf,50,218,True,5.4,0.43981122970581055,0.008115822561891391,0.03758835792541504,0.00859060798983804,2.2482807636260986
uf50-0158.cnf,50,218,True,6.08,0.48166584968566895,0.008315956499668103,0.0400235652923584,0.010155099739227333,2.213742971420288
uf50-0159.cnf,50,218,True,4.96,0.4734809398651123,0.008257616740708958,0.03836202621459961,0.007126704786529714,2.202857732772827
uf50-016.cnf,50,218,True,6.0,0.5301368236541748,0.008592889220913785,0.03879904747009277,0.007441055244777894,2.2024974822998047
uf50-0160.cnf,50,218,True,4.84,0.5366809368133545,0.008275038960704362,0.03688645362854004,0.011234006143997772,2.274454355239868
uf50-0161.cnf,50,218,True,4.84,0.5121176242828369,0.0077914249740544264,0.037462472915649414,0.007471500322260201,2.1760191917419434
uf50-0162.cnf,50,218,True,5.92,0.5262289047241211,0.008427495444459442,0.038730621337890625,0.008566254384819888,2.2109944820404053
uf50-0163.cnf,50,218,True,5.52,0.521212100982666,0.00806413762070896,0.0382390022277832,0.010774362895646391,2.2660763263702393
uf50-0164.cnf,50,218,True,5.2,0.5915379524230957,0.00880633065325677,0.03712058067321777,0.010581666793333028,2.2622060775756836
uf50-0165.cnf,50,218,True,5.8,0.47698378562927246,0.008236484882647999,0.06207442283630371,0.01113571074027673,2.290438652038574
uf50-0166.cnf,50,218,True,4.88,0.5361299514770508,0.007987448720257155,0.038344383239746094,0.006390532552590436,2.291473865509033
uf50-0167.cnf,50,218,True,5.56,0.5613086223602295,0.00827356803955936,0.037693023681640625,0.0075104527300266155,2.1934738159179688
uf50-0168.cnf,50,218,True,5.52,0.5146572589874268,0.008189147845583854,0.03746151924133301,0.009920361229086532,2.1884024143218994
uf50-0169.cnf,50,218,True,5.08,0.533989667892456,0.00790146592051029,0.038042306900024414,0.006582425331106457,2.2185356616973877
uf50-017.cnf,50,218,True,5.44,0.5379292964935303,4.427871892958717,0.03971576690673828,0.008121659341334922,2.219939947128296
uf50-0170.cnf,50,218,True,4.88,0.568690299987793,0.007865864767500962,0.038394927978515625,0.006967968738923605,2.2248709201812744
uf50-0171.cnf,50,218,True,6.4,0.5128993988037109,0.00834305100695293,0.0378270149230957,0.006783258428667181,2.262782335281372
uf50-0172.cnf,50,218,True,5.2,0.4840843677520752,2.2206643497326737,0.06142091751098633,0.016481147751572178,2.267944097518921
uf50-0173.cnf,50,218,True,5.96,0.46142005920410156,0.008430753649086556,0.03722810745239258,0.0078106762434597505,2.256951332092285
uf50-0174.cnf,50,218,True,4.96,0.5177652835845947,0.008340420804234252,0.038872718811035156,0.00953465089887409,2.196704626083374
uf50-0175.cnf,50,218,True,5.48,0.549785852432251,0.008567006386417697,0.03754997253417969,0.01058572969202311,2.221604347229004
uf50-0176.cnf,50,218,True,5.28,0.4700503349304199,0.008641332014872757,0.038747310638427734,0.008676118698173465,2.2008721828460693
uf50-0177.cnf,50,218,True,6.36,0.4719529151916504,0.008540821987583947,0.0393524169921875,0.009348481028566752,2.337627410888672
uf50-0178.cnf,50,218,True,3.8,0.5273528099060059,0.007574209233239798,0.037672996520996094,0.008340157696847766,2.263977527618408
uf50-0179.cnf,50,218,True,5.16,0.4854443073272705,0.00822260712985624,0.037894487380981445,0.009222391237909936,2.293907642364502
uf50-018.cnf,50,218,True,4.6,0.5014419555664062,0.0077855664775585785,0.03923535346984863,0.012681637891631856,2.234212875366211
uf50-0180.cnf,50,218,True,4.92,0.5251860618591309,0.007821683167680542,0.03641629219055176,0.00857590502758727,2.2037625312805176
uf50-0181.cnf,50,218,True,5.44,0.4839293956756592,0.008548694586259809,0.03708672523498535,0.007589664858430188,2.237048864364624
uf50-0182.cnf,50,218,True,6.28,0.478008508682251,0.00829215697161327,0.04087257385253906,0.012057803301362186,2.2648985385894775
uf50-0183.cnf,50,218,True,4.64,0.4839668273925781,0.007727008967611829,0.03712129592895508,0.008454283665979142,2.223780632019043
uf50-0184.cnf,50,218,True,5.48,0.5083255767822266,0.008519845602972495,0.06258797645568848,0.010229375042858034,2.2150511741638184
uf50-0185.cnf,50,218,True,6.16,0.5059454441070557,0.008673701851534812,0.03780317306518555,0.009648434801334668,2.2886617183685303
uf50-0186.cnf,50,218,True,5.92,0.5317049026489258,0.008403730550020335,0.03789186477661133,0.009875608636757884,2.2389352321624756
uf50-0187.cnf,50,218,True,5.96,0.5002803802490234,0.00821664580300679,0.037477731704711914,0.009947161513732913,2.246626377105713
uf50-0188.cnf,50,218,True,6.12,0.5241084098815918,0.008248002952745005,0.03739213943481445,0.01025977020727441,2.200047016143799
