filename,n_vars,n_clauses,is_sat,lm_mean_depth,lm_time,fractional_derivative_1.5,frac_time,holonomy,holonomy_time
uf50-01.cnf,50,218,True,5.44,0.4786365032196045,0.008346730167436646,0.03844952583312988,0.009742568568437776,2.234733819961548
uf50-010.cnf,50,218,True,5.84,0.503546953201294,0.008493740735514493,0.037395477294921875,0.009677130174099555,2.1922078132629395
uf50-0100.cnf,50,218,True,5.8,0.4904935359954834,0.008176179445600647,0.038092851638793945,0.005560754195319533,2.208383798599243
uf50-01000.cnf,50,218,True,4.8,0.4743359088897705,0.008202841977242054,0.03700661659240723,0.009419883369265386,2.3418009281158447
uf50-0101.cnf,50,218,True,5.08,0.5020081996917725,0.008341690598527199,0.03675580024719238,0.010000107787551034,2.3382554054260254
uf50-0102.cnf,50,218,True,6.04,0.5197651386260986,0.00818814831943399,0.03827929496765137,0.008598436106636695,2.2147865295410156
uf50-0103.cnf,50,218,True,4.72,0.5193679332733154,4.6887477145630205,0.03761577606201172,0.015533388427894613,2.3474111557006836
uf50-0104.cnf,50,218,True,5.04,0.518303394317627,0.007974051241260206,0.04293251037597656,0.008792982393884196,2.227375030517578
uf50-0105.cnf,50,218,True,4.68,0.5772464275360107,2.7317793029629884,0.04165244102478027,0.007719030237324283,2.2174739837646484
uf50-0106.cnf,50,218,True,4.76,0.5337333679199219,0.008111427430115298,0.03746366500854492,0.0082093436612617,2.2699151039123535
uuf50-01.cnf,50,218,False,7.56,0.491591215133667,0.0087816521240348,0.03678441047668457,0.009374083458644976,2.217628240585327
uuf50-010.cnf,50,218,False,5.36,0.5044457912445068,0.00819962237335392,0.03735828399658203,0.008768721408709658,2.208279848098755
uuf50-0100.cnf,50,218,False,5.64,0.5085194110870361,0.008313198656332918,0.0383915901184082,0.009466245442074098,2.259751558303833
uuf50-01000.cnf,50,218,False,5.08,0.5220317840576172,0.008409644208420504,0.036981821060180664,0.009216956427970229,2.194281578063965
uuf50-0101.cnf,50,218,False,6.2,0.46816396713256836,0.008365215198643377,0.03854656219482422,0.011895302623255277,2.238355875015259
uuf50-0102.cnf,50,218,False,4.6,0.5174539089202881,0.008115425471744537,0.0419459342956543,0.008802041414988486,2.2222721576690674
uuf50-0103.cnf,50,218,False,7.52,0.46904444694519043,0.008646867977950879,0.03731703758239746,0.00924486463560382,2.225670337677002
uuf50-0104.cnf,50,218,False,5.12,0.547349214553833,0.008808999834535694,0.03761172294616699,0.008004622901638002,2.174562454223633
uuf50-0105.cnf,50,218,False,6.04,0.5684497356414795,0.008496224658434389,0.03684806823730469,0.009306570064120235,2.2455222606658936
uuf50-0106.cnf,50,218,False,6.84,0.44069933891296387,0.008570348530335288,0.050058603286743164,0.01133673095557067,2.2307982444763184
