time,tiny_left,tiny_center,tiny_right,small_left,small_center,small_right,medium_left,medium_center,medium_right,large_left,large_right
1.3103448275862069,0.20657223725730325,0.20657223725730325,0.20657223725730325,0.13294723945130565,0.13294723945130565,0.13294723945130565,0.5948016069037092,0.6022229992227878,0.5948016069037096,1.4937349430077145,1.493734943007715
1.3793103448275863,0.21557576619585667,0.21557576619585667,0.21557576619585667,0.13972156816748924,0.13972156816748924,0.13972156816748924,0.6148067881164658,0.6204388981321924,0.6148067881164653,1.5356642983684472,1.535664298368446
1.4482758620689655,0.22071877896376632,0.22071877896376632,0.22071877896376632,0.14587854211097884,0.14587854211097884,0.14587854211097884,0.6286886969819157,0.6345491582732075,0.6286886969819163,1.5603261654453924,1.5603261654453937
1.5172413793103448,0.22225683841254473,0.22225683841254473,0.22225683841254473,0.15183989668743042,0.15183989668743042,0.15183989668743042,0.6384577665407137,0.6466348143179457,0.6384577665407133,1.5724476409557735,1.5724476409557724
1.5862068965517242,0.22071498445908272,0.22071498445908272,0.22071498445908272,0.15801848626599538,0.15801848626599538,0.15801848626599538,0.6465336122326044,0.6588108752573731,0.6465336122326046,1.5778029217621559,1.5778029217621554
1.6551724137931034,0.21683670084420423,0.21683670084420423,0.21683670084420423,0.16476143662888446,0.16476143662888446,0.16476143662888446,0.6554548024960402,0.6729949739564428,0.6554548024960398,1.5826759591502846,1.5826759591502837
1.7241379310344827,0.2115120428837706,0.2115120428837706,0.2115120428837706,0.17230203802969382,0.17230203802969382,0.17230203802969382,0.6675108704881593,0.6906598243470837,0.6675108704881594,1.5930890640840953,1.5930890640840958
1.793103448275862,0.20568888963347548,0.20568888963347548,0.20568888963347548,0.1807274455077388,0.1807274455077388,0.1807274455077388,0.6843675341345989,0.7126206183025973,0.684367534134598,1.613885828242065,1.613885828242064
1.8620689655172413,0.2002740237984519,0.2002740237984519,0.2002740237984519,0.18996774441257835,0.18996774441257835,0.18996774441257835,0.7067967753935444,0.738930910497414,0.7067967753935456,1.6479298024471074,1.6479298024471092
1.9310344827586206,0.1960346970842989,0.1960346970842989,0.1960346970842989,0.1998087735682019,0.1998087735682019,0.1998087735682019,0.7346009173727941,0.7689259241514006,0.7346009173727938,1.6957189382282676,1.6957189382282665
2.0,0.19351539916672758,0.19351539916672758,0.19351539916672758,0.20992699819518312,0.20992699819518312,0.20992699819518312,0.7667353390803496,0.8013914595849856,0.7667353390803501,1.7555346842839383,1.7555346842839397
